Id,Category
343,9
344,6
345,6
346,10
347,2
348,3
349,10
350,5
351,2
352,3
353,6
354,6
355,6
356,4
357,5
358,8
359,8
360,8
361,4
362,3
363,10
364,2
365,10
366,9
367,9
368,3
369,9
370,7
371,7
372,8
373,8
374,7
375,3
376,2
377,3
378,6
379,10
380,7
381,4
382,9
383,2
384,2
385,4
386,6
387,6
388,8
389,9
390,7
391,3
392,1
393,9
394,10
395,1
396,3
397,1
398,4
399,7
400,7
401,4
402,2
403,5
404,2
405,1
406,9
407,4
408,1
409,8
410,10
411,6
412,5
413,10
414,10
415,9
416,9
417,9
418,8
419,3
420,5
421,6
422,3
423,7
424,9
425,3
426,1
427,6
428,8
429,8
430,6
431,10
432,6
433,10
434,3
435,6
436,2
437,4
438,2
439,10
440,5
441,7
442,9
443,2
444,6
445,5
446,2
447,7
448,7
449,10
450,7
451,5
452,2
453,10
454,10
455,4
456,8
457,7
458,9
459,7
460,3
461,6
462,5
463,1
464,3
465,6
466,3
467,6
468,1
469,8
470,8
471,4
472,8
473,9
474,2
475,10
476,3
477,3
478,1
479,2
480,7
481,1
482,9
483,9
484,7
485,3
486,10
487,10
488,3
489,6
490,10
491,6
492,1
493,10
494,9
495,7
496,3
497,1
498,5
499,9
500,6
501,7
502,5
503,7
504,8
505,3
506,4
507,9
508,3
509,2
510,9
511,6
512,7
513,7
514,7
515,7
516,5
517,9
518,2
519,8
520,8
521,9
522,5
523,8
524,4
525,6
526,1
527,10
528,2
529,2
530,7
531,7
532,9
533,7
534,2
535,7
536,4
537,1
538,8
539,5
540,2
541,8
542,4
543,9
544,7
545,6
546,9
547,7
548,10
549,10
550,6
551,9
552,3
553,3
554,5
555,1
556,5
557,1
558,8
559,10
560,5
561,5
562,1
563,4
564,9
565,3
566,3
567,3
568,2
569,4
570,4
571,9
572,7
573,3
574,2
575,3
576,3
577,9
578,3
579,2
580,1
581,3
582,4
583,6
584,6
585,2
586,8
587,7
588,6
589,8
590,7
591,10
592,2
593,9
594,1
595,5
596,4
597,7
598,1
599,1
600,1
601,6
602,2
603,6
604,1
605,9
606,3
607,10
608,5
609,9
610,9
611,4
612,4
613,1
614,3
615,1
616,7
617,8
618,3
619,10
620,2
621,5
622,3
623,9
624,8
625,6
626,3
627,3
628,7
629,6
630,4
631,7
632,2
633,5
634,3
635,9
636,3
637,5
638,9
639,9
640,6
641,3
642,7
643,7
644,6
645,1
646,7
647,6
648,5
649,9
650,6
651,4
652,5
653,9
654,4
655,5
656,4
657,4
658,7
659,9
660,10
661,10
662,6
663,10
664,9
665,1
666,1
667,8
668,10
669,4
670,9
671,4
672,8
673,4
674,5
675,8
676,8
677,5
678,3
679,8
680,8
681,3
682,5
683,2
684,7
685,1
686,3
687,9
688,3
689,7
690,8
691,7
692,3
693,3
694,4
695,1
696,9
697,5
698,5
699,3
700,7
701,5
702,7
703,3
704,3
705,9
706,8
707,8
708,9
709,1
710,7
711,10
712,3
713,9
714,1
715,10
716,8
717,3
718,1
719,1
720,1
721,6
722,1
723,7
724,5
725,2
726,5
727,3
728,2
729,2
730,6
731,2
732,4
733,4
734,3
735,7
736,2
737,7
738,4
739,10
740,1
741,8
742,7
743,7
744,3
745,2
746,4
747,2
748,8
749,5
750,3
751,3
752,6
753,1
754,4
755,9
756,10
757,2
758,1
759,2
760,9
761,3
762,1
763,2
764,3
765,8
766,10
767,6
768,3
769,5
770,10
771,4
772,1
773,1
774,7
775,6
776,10
777,3
778,8
779,7
780,7
781,7
782,3
783,9
784,2
785,4
786,9
787,10
788,6
789,5
790,10
791,7
792,1
793,4
794,2
795,1
796,1
797,7
798,8
799,1
800,9
801,5
802,3
803,6
804,6
805,1
806,9
807,6
808,1
809,2
810,9
811,6
812,7
813,1
814,1
815,1
816,7
817,3
818,1
819,7
820,4
821,5
822,2
823,3
824,9
825,8
826,9
827,10
828,6
829,2
830,7
831,9
832,3
833,1
834,3
835,2
836,10
837,3
838,9
839,8
840,9
841,10
842,3
843,3
844,7
845,1
846,9
847,2
848,6
849,10
850,3
851,3
852,1
853,2
854,6
855,8
856,7
857,1
858,3
859,9
860,9
861,3
862,7
863,3
864,7
865,5
866,3
867,9
868,7
869,5
870,7
871,9
872,2
873,10
874,5
875,2
876,4
877,6
878,7
879,7
880,3
881,3
882,7
883,9
884,8
885,1
886,8
887,8
888,4
889,8
890,1
891,4
892,8
893,2
894,4
895,2
896,8
897,9
898,4
899,2
900,7
901,9
902,9
903,10
904,4
905,5
906,7
907,8
908,7
909,3
910,10
911,6
912,8
913,3
914,9
915,6
916,5
917,1
918,6
919,8
920,7
921,9
922,10
923,10
924,7
925,6
926,7
927,2
928,1
929,1
930,4
931,5
932,2
933,7
934,4
935,8
936,10
937,4
938,9
939,9
940,3
941,2
942,1
943,1
944,6
945,1
946,7
947,10
948,5
949,10
950,1
951,3
952,6
953,2
954,10
955,8
956,3
957,9
958,6
959,7
960,10
961,9
962,7
963,8
964,6
965,1
966,9
967,7
968,5
969,7
970,4
971,4
972,9
973,5
974,7
975,3
976,10
977,2
978,7
979,3
980,1
981,9
982,2
983,3
984,10
985,1
986,3
987,9
988,1
989,10
990,7
991,3
992,4
993,5
994,5
995,9
996,9
997,2
998,9
999,7
1000,2
1001,4
1002,9
1003,10
1004,6
1005,5
1006,9
1007,9
1008,5
1009,3
1010,5
1011,7
1012,9
1013,6
1014,7
1015,2
1016,2
1017,1
1018,9
1019,7
1020,1
1021,10
1022,2
1023,1
1024,5
1025,5
1026,10
1027,2
1028,5
1029,10
1030,7
1031,4
1032,6
1033,9
1034,4
1035,3
1036,6
1037,7
1038,9
1039,2
1040,2
1041,2
1042,7
1043,4
1044,5
1045,1
1046,1
1047,3
1048,7
1049,4
1050,6
1051,1
1052,6
1053,3
1054,6
1055,4
1056,3
1057,1
1058,7
1059,6
1060,2
1061,10
1062,6
1063,8
1064,6
1065,6
1066,3
1067,5
1068,8
1069,8
1070,8
1071,3
1072,3
1073,2
1074,8
1075,2
1076,5
1077,7
1078,8
1079,1
1080,10
1081,9
1082,8
1083,9
1084,10
1085,3
1086,3
1087,2
1088,3
1089,1
1090,8
1091,10
1092,1
1093,7
1094,2
1095,1
1096,7
1097,1
1098,1
1099,4
1100,2
1101,2
1102,2
1103,8
1104,1
1105,3
1106,9
1107,8
1108,3
1109,7
1110,6
1111,3
1112,8
1113,1
1114,7
1115,9
1116,10
1117,6
1118,9
1119,8
1120,8
1121,9
1122,3
1123,3
1124,8
1125,2
1126,4
1127,4
1128,10
1129,9
1130,8
1131,7
1132,9
1133,1
1134,7
1135,2
1136,2
1137,3
1138,7
1139,8
1140,1
1141,10
1142,6
1143,7
1144,3
1145,1
1146,8
1147,8
1148,3
1149,3
1150,10
1151,5
1152,7
1153,1
1154,8
1155,10
1156,10
1157,4
1158,2
1159,2
1160,10
1161,2
1162,9
1163,2
1164,3
1165,4
1166,7
1167,4
1168,10
1169,7
1170,7
1171,3
1172,8
1173,6
1174,10
1175,9
1176,3
1177,1
1178,9
1179,10
1180,10
1181,6
1182,4
1183,10
1184,3
1185,8
1186,7
1187,6
1188,7
1189,3
1190,5
1191,9
1192,7
1193,7
1194,5
1195,4
1196,10
1197,3
1198,7
1199,5
1200,4
1201,5
1202,6
1203,3
1204,8
1205,5
1206,9
1207,9
1208,9
1209,5
1210,2
1211,7
1212,7
1213,10
1214,6
1215,8
1216,3
1217,1
1218,6
1219,1
1220,7
1221,9
1222,5
1223,2
1224,4
1225,6
1226,3
1227,8
1228,1
1229,6
1230,8
1231,6
1232,5
1233,4
1234,4
1235,1
1236,4
1237,9
1238,6
1239,7
1240,2
1241,5
1242,2
1243,2
1244,10
1245,3
1246,10
1247,3
1248,5
1249,1
1250,7
1251,2
1252,2
1253,4
1254,9
1255,1
1256,7
1257,7
1258,7
1259,8
1260,4
1261,7
1262,3
1263,5
1264,6
1265,10
1266,4
1267,2
1268,7
1269,7
1270,7
1271,3
1272,2
1273,1
1274,5
1275,4
1276,9
1277,6
1278,6
1279,6
1280,5
1281,3
1282,5
1283,1
1284,2
1285,5
1286,2
1287,9
1288,3
1289,7
1290,5
1291,2
1292,8
1293,2
1294,8
1295,6
1296,3
1297,7
1298,10
1299,10
1300,7
1301,7
1302,4
1303,6
1304,2
1305,6
1306,4
1307,2
1308,7
1309,4
1310,8
1311,5
1312,9
1313,3
1314,3
1315,6
1316,5
1317,3
1318,7
1319,8
1320,2
1321,4
1322,8
1323,2
1324,8
1325,9
1326,2
1327,8
1328,8
1329,5
1330,9
1331,3
1332,1
1333,6
1334,9
1335,3
1336,10
1337,6
1338,1
1339,7
1340,9
1341,10
1342,7
1343,4
1344,2
1345,10
1346,7
1347,10
1348,1
1349,2
1350,8
1351,6
1352,8
1353,4
1354,2
1355,3
1356,7
1357,2
1358,4
1359,3
1360,10
1361,2
1362,8
1363,3
1364,5
1365,9
1366,3
1367,2
1368,7
1369,5
1370,3
1371,7
1372,2
1373,3
1374,4
1375,6
1376,7
1377,10
1378,4
1379,7
1380,10
1381,2
1382,5
1383,8
1384,4
1385,9
1386,7
1387,6
1388,10
1389,9
1390,9
1391,6
1392,8
1393,1
1394,2
1395,8
1396,7
1397,4
1398,10
1399,10
1400,10
1401,3
1402,8
1403,10
1404,7
1405,2
1406,2
1407,7
1408,9
1409,4
1410,2
1411,3
1412,3
1413,3
1414,3
1415,10
1416,7
1417,3
1418,1
1419,6
1420,1
1421,6
1422,10
1423,2
1424,9
1425,10
1426,6
1427,5
1428,7
1429,3
1430,7
1431,3
1432,8
1433,7
1434,8
1435,1
1436,4
1437,4
1438,8
1439,1
1440,7
1441,3
1442,4
1443,7
1444,5
1445,6
1446,7
1447,8
1448,2
1449,9
1450,4
1451,3
1452,4
1453,2
1454,9
1455,7
1456,2
1457,8
1458,8
1459,8
1460,8
1461,9
1462,6
1463,10
1464,6
1465,2
1466,7
1467,2
1468,4
1469,7
1470,6
1471,2
1472,6
1473,7
1474,2
1475,8
1476,2
1477,8
1478,10
1479,7
1480,9
1481,6
1482,10
1483,5
1484,8
1485,1
1486,4
1487,2
1488,5
1489,6
1490,8
1491,10
1492,1
1493,9
1494,6
1495,7
1496,2
1497,9
1498,6
1499,7
1500,8
1501,4
1502,7
1503,9
1504,2
1505,4
1506,8
1507,8
1508,1
1509,8
1510,9
1511,8
1512,9
1513,8
1514,5
1515,10
1516,5
1517,4
1518,4
1519,5
1520,6
1521,4
1522,4
1523,7
1524,1
1525,10
1526,2
1527,9
1528,9
1529,9
1530,5
1531,8
1532,6
1533,10
1534,2
1535,7
1536,10
1537,10
1538,5
1539,1
1540,1
1541,1
1542,4
1543,6
1544,7
1545,1
1546,1
1547,10
1548,8
1549,4
1550,6
1551,3
1552,3
1553,7
1554,6
1555,4
1556,4
1557,7
1558,7
1559,4
1560,2
1561,6
1562,7
1563,3
1564,7
1565,7
1566,9
1567,5
1568,4
1569,3
1570,4
1571,2
1572,2
1573,4
1574,4
1575,1
1576,4
1577,3
1578,7
1579,7
1580,6
1581,3
1582,4
1583,10
1584,9
1585,1
1586,5
1587,3
1588,8
1589,7
1590,8
1591,6
1592,3
1593,6
1594,7
1595,1
1596,5
1597,9
1598,6
1599,3
1600,2
1601,7
1602,8
1603,1
1604,8
1605,2
1606,3
1607,2
1608,5
1609,7
1610,3
1611,7
1612,3
1613,4
1614,7
1615,4
1616,8
1617,1
1618,9
1619,9
1620,10
1621,2
1622,5
1623,3
1624,9
1625,3
1626,5
1627,1
1628,4
1629,2
1630,6
1631,4
1632,7
1633,9
1634,6
1635,9
1636,5
1637,1
1638,9
1639,2
1640,9
1641,6
1642,10
1643,3
1644,4
1645,9
1646,5
1647,1
1648,9
1649,10
1650,10
1651,9
1652,7
1653,2
1654,7
1655,1
1656,7
1657,8
1658,5
1659,3
1660,10
1661,3
1662,6
1663,1
1664,4
1665,9
1666,6
1667,9
1668,7
1669,9
1670,3
1671,6
1672,9
1673,6
1674,10
1675,6
1676,8
1677,1
1678,6
1679,7
1680,4
1681,1
1682,6
1683,6
1684,6
1685,2
1686,6
1687,3
1688,8
1689,4
1690,3
1691,5
1692,1
1693,9
1694,2
1695,9
1696,10
1697,4
1698,3
1699,6
1700,2
1701,5
1702,5
1703,6
1704,10
1705,2
1706,8
1707,2
1708,7
1709,3
1710,5
1711,7
1712,5
1713,5
1714,1
1715,7
1716,2
1717,3
1718,7
1719,7
1720,3
1721,1
1722,9
1723,4
1724,4
1725,4
1726,6
1727,5
1728,4
1729,6
1730,3
1731,3
1732,10
1733,2
1734,9
1735,9
1736,7
1737,1
1738,3
1739,7
1740,5
1741,4
1742,4
1743,2
1744,8
1745,3
1746,8
1747,5
1748,6
1749,2
1750,3
1751,6
1752,10
1753,7
1754,3
1755,5
1756,4
1757,2
1758,7
1759,10
1760,1
1761,1
1762,4
1763,8
1764,2
1765,1
1766,3
1767,4
1768,10
1769,4
1770,7
1771,6
1772,2
1773,1
1774,7
1775,10
1776,4
1777,10
1778,9
1779,3
1780,8
1781,7
1782,8
1783,7
1784,2
1785,3
1786,8
1787,1
1788,3
1789,10
1790,10
1791,8
1792,2
1793,10
1794,9
1795,5
1796,2
1797,3
1798,6
1799,6
1800,4
1801,2
1802,2
1803,9
1804,6
1805,1
1806,10
1807,5
1808,5
1809,1
1810,7
1811,4
1812,4
1813,1
1814,8
1815,7
1816,2
1817,3
1818,2
1819,6
1820,2
1821,1
1822,1
1823,1
1824,8
1825,2
1826,8
1827,9
1828,3
1829,9
1830,9
1831,8
1832,6
1833,2
1834,3
1835,3
1836,2
1837,9
1838,4
1839,1
1840,1
1841,8
1842,7
1843,9
1844,9
1845,9
1846,9
1847,4
1848,4
1849,3
1850,5
1851,7
1852,6
1853,3
1854,2
1855,10
1856,6
1857,7
1858,3
1859,5
1860,9
1861,1
1862,5
1863,1
1864,1
1865,2
1866,10
1867,9
1868,8
1869,9
1870,5
1871,2
1872,5
1873,5
1874,5
1875,2
1876,3
1877,10
1878,9
1879,2
1880,9
1881,4
1882,6
1883,3
1884,10
1885,1
1886,6
1887,8
1888,5
1889,4
1890,5
1891,3
1892,1
1893,4
1894,5
1895,5
1896,3
1897,8
1898,3
1899,9
1900,2
1901,3
1902,7
1903,3
1904,6
1905,7
1906,10
1907,5
1908,4
1909,10
1910,8
1911,8
1912,4
1913,9
1914,9
1915,5
1916,10
1917,1
1918,2
1919,9
1920,5
1921,9
1922,6
1923,4
1924,7
1925,6
1926,1
1927,1
1928,9
1929,6
1930,8
1931,3
1932,7
1933,1
1934,1
1935,5
1936,9
1937,4
1938,1
1939,6
1940,8
1941,2
1942,3
1943,2
1944,9
1945,8
1946,7
1947,7
1948,9
1949,4
1950,4
1951,3
1952,6
1953,2
1954,2
1955,3
1956,5
1957,9
1958,10
1959,4
1960,8
1961,1
1962,5
1963,4
1964,5
1965,1
1966,2
1967,6
1968,8
1969,5
1970,8
1971,6
1972,2
1973,1
1974,8
1975,9
1976,9
1977,10
1978,7
1979,4
1980,9
1981,1
1982,1
1983,10
1984,10
1985,8
1986,7
1987,2
1988,5
1989,5
1990,4
1991,5
1992,9
1993,5
1994,10
1995,6
1996,4
1997,2
1998,5
1999,3
2000,3
2001,8
2002,2
2003,6
2004,3
2005,7
2006,10
2007,10
2008,7
2009,7
2010,1
2011,5
2012,5
2013,9
2014,3
2015,10
2016,10
2017,1
2018,2
2019,7
2020,7
2021,7
2022,9
2023,6
2024,3
2025,10
2026,3
2027,7
2028,9
2029,6
2030,9
2031,8
2032,8
2033,4
2034,4
2035,2
2036,1
2037,1
2038,9
2039,6
2040,1
2041,1
2042,6
2043,10
2044,10
2045,9
2046,3
2047,2
2048,6
2049,5
2050,9
2051,4
2052,3
2053,7
2054,10
2055,10
2056,9
2057,8
2058,1
2059,1
2060,3
2061,9
2062,3
2063,8
2064,9
2065,7
2066,3
2067,1
2068,1
2069,4
2070,9
2071,9
2072,3
2073,10
2074,7
2075,10
2076,5
2077,5
2078,4
2079,5
2080,6
2081,1
2082,10
2083,9
2084,6
2085,5
2086,6
2087,9
2088,1
2089,9
2090,4
2091,9
2092,8
2093,9
2094,6
2095,9
2096,7
2097,10
2098,9
2099,2
2100,6
2101,7
2102,4
2103,10
2104,8
2105,3
2106,9
2107,2
2108,7
2109,2
2110,3
2111,10
2112,6
2113,5
2114,4
2115,2
2116,1
2117,9
2118,10
2119,4
2120,6
2121,3
2122,3
2123,6
2124,3
2125,4
2126,4
2127,8
2128,1
2129,6
2130,6
2131,8
2132,8
2133,2
2134,6
2135,1
2136,10
2137,1
2138,8
2139,3
2140,4
2141,8
2142,2
2143,1
2144,8
2145,6
2146,3
2147,6
2148,9
2149,6
2150,3
2151,7
2152,2
2153,9
2154,1
2155,7
2156,7
2157,8
2158,3
2159,7
2160,5
2161,10
2162,10
2163,2
2164,4
2165,1
2166,10
2167,3
2168,1
2169,6
2170,9
2171,3
2172,9
2173,2
2174,4
2175,5
2176,1
2177,3
2178,5
2179,9
2180,6
2181,4
2182,8
2183,9
2184,1
2185,7
2186,7
2187,5
2188,8
2189,5
2190,1
2191,5
2192,4
2193,10
2194,4
2195,2
2196,3
2197,8
2198,8
2199,1
2200,9
2201,2
2202,4
2203,5
2204,6
2205,9
2206,7
2207,1
2208,2
2209,4
2210,7
2211,8
2212,6
2213,7
2214,3
2215,2
2216,5
2217,3
2218,6
2219,4
2220,3
2221,10
2222,3
2223,7
2224,9
2225,8
2226,6
2227,3
2228,10
2229,1
2230,4
2231,1
2232,7
2233,3
2234,4
2235,5
2236,3
2237,9
2238,7
2239,10
2240,3
2241,9
2242,3
2243,1
2244,7
2245,9
2246,10
2247,5
2248,10
2249,3
2250,9
2251,8
2252,3
2253,4
2254,3
2255,8
2256,2
2257,1
2258,1
2259,7
2260,7
2261,4
2262,6
2263,3
2264,1
2265,1
2266,9
2267,10
2268,8
2269,3
2270,10
2271,3
2272,3
2273,1
2274,2
2275,9
2276,7
2277,7
2278,2
2279,1
2280,4
2281,10
2282,3
2283,5
2284,4
2285,5
2286,5
2287,3
2288,1
2289,9
2290,9
2291,6
2292,1
2293,1
2294,2
2295,9
2296,8
2297,5
2298,6
2299,2
2300,6
2301,2
2302,6
2303,8
2304,1
2305,3
2306,2
2307,5
2308,8
2309,3
2310,9
2311,3
2312,2
2313,3
2314,7
2315,4
2316,2
2317,1
2318,5
2319,8
2320,3
2321,6
2322,6
2323,4
2324,3
2325,4
2326,9
2327,2
2328,5
2329,3
2330,4
2331,7
2332,9
2333,9
2334,8
2335,1
2336,9
2337,5
2338,1
2339,7
2340,2
2341,7
2342,6
2343,9
2344,4
2345,4
2346,9
2347,3
2348,1
2349,4
2350,8
2351,8
2352,10
2353,6
2354,7
2355,9
2356,7
2357,2
2358,2
2359,6
2360,3
2361,8
2362,4
2363,6
2364,7
2365,10
2366,9
2367,5
2368,3
2369,2
2370,9
2371,2
2372,6
2373,3
2374,3
2375,6
2376,7
2377,5
2378,9
2379,9
2380,6
2381,10
2382,4
2383,4
2384,10
2385,2
2386,10
2387,8
2388,4
2389,6
2390,5
2391,5
2392,3
2393,7
2394,5
2395,6
2396,2
2397,10
2398,9
2399,1
2400,4
2401,4
2402,7
2403,4
2404,4
2405,5
2406,3
2407,9
2408,1
2409,3
2410,5
2411,7
2412,4
2413,5
2414,3
2415,6
2416,8
2417,1
2418,2
2419,7
2420,6
2421,1
2422,4
2423,1
2424,4
2425,7
2426,9
2427,6
2428,5
2429,5
2430,8
2431,9
2432,8
2433,4
2434,4
2435,5
2436,3
2437,6
2438,2
2439,5
2440,2
2441,8
2442,2
2443,10
2444,3
2445,6
2446,2
2447,6
2448,2
2449,1
2450,7
2451,8
2452,6
2453,1
2454,5
2455,4
2456,1
2457,2
2458,4
2459,1
2460,4
2461,9
2462,2
2463,8
2464,4
2465,1
2466,3
2467,1
2468,5
2469,4
2470,5
2471,5
2472,9
2473,2
2474,10
2475,5
2476,7
2477,1
2478,5
2479,9
2480,9
2481,7
2482,9
2483,9
2484,6
2485,1
2486,1
2487,10
2488,6
2489,3
2490,6
2491,9
2492,9
2493,4
2494,10
2495,5
2496,4
2497,3
2498,10
2499,9
2500,7
2501,4
2502,4
2503,5
2504,1
2505,5
2506,6
2507,5
2508,2
2509,6
2510,9
2511,1
2512,4
2513,1
2514,8
2515,5
2516,6
2517,3
2518,1
2519,1
2520,8
2521,3
2522,6
2523,9
2524,1
2525,1
2526,2
2527,10
2528,5
2529,4
2530,6
2531,10
2532,3
2533,8
2534,3
2535,7
2536,3
2537,9
2538,8
2539,10
2540,2
2541,5
2542,6
2543,6
2544,10
2545,7
2546,10
2547,4
2548,6
2549,1
2550,10
2551,9
2552,10
2553,4
2554,2
2555,10
2556,6
2557,9
2558,10
2559,8
2560,2
2561,4
2562,2
2563,1
2564,6
2565,7
2566,10
2567,1
2568,7
2569,10
2570,5
2571,4
2572,8
2573,3
2574,8
2575,7
2576,2
2577,9
2578,5
2579,2
2580,7
2581,1
2582,7
2583,6
2584,7
2585,2
2586,8
2587,10
2588,1
2589,5
2590,10
2591,3
2592,3
2593,3
2594,1
2595,4
2596,5
2597,3
2598,7
2599,8
2600,1
2601,10
2602,4
2603,8
2604,2
2605,5
2606,1
2607,1
2608,8
2609,9
2610,7
2611,8
2612,5
2613,5
2614,4
2615,5
2616,2
2617,10
2618,2
2619,6
2620,3
2621,9
2622,4
2623,3
2624,7
2625,5
2626,9
2627,6
2628,3
2629,6
2630,9
2631,3
2632,7
2633,6
2634,9
2635,1
2636,1
2637,7
2638,2
2639,4
2640,4
2641,7
2642,2
2643,10
2644,2
2645,1
2646,5
2647,7
2648,7
2649,1
2650,1
2651,2
2652,2
2653,6
2654,8
2655,10
2656,6
2657,4
2658,8
2659,3
2660,8
2661,2
2662,6
2663,3
2664,10
2665,8
2666,4
2667,4
2668,1
2669,7
2670,8
2671,7
2672,10
2673,7
2674,2
2675,5
2676,2
2677,3
2678,6
2679,7
2680,10
2681,1
2682,1
2683,5
2684,6
2685,1
2686,2
2687,2
2688,1
2689,5
2690,2
2691,2
2692,1
2693,7
2694,8
2695,7
2696,2
2697,6
2698,1
2699,10
2700,1
2701,1
2702,2
2703,2
2704,10
2705,8
2706,6
2707,4
2708,2
2709,2
2710,8
2711,4
2712,10
2713,5
2714,7
2715,5
2716,9
2717,4
2718,10
2719,4
2720,10
2721,7
2722,9
2723,2
2724,1
2725,1
2726,2
2727,9
2728,3
2729,9
2730,8
2731,4
2732,10
2733,2
2734,1
2735,10
2736,2
2737,3
2738,1
2739,4
2740,9
2741,4
2742,10
2743,2
2744,6
2745,6
2746,1
2747,6
2748,5
2749,1
2750,9
2751,1
2752,10
2753,9
2754,5
2755,7
2756,5
2757,3
2758,3
2759,3
2760,1
2761,2
2762,2
2763,9
2764,7
2765,8
2766,3
2767,9
2768,6
2769,4
2770,1
2771,9
2772,4
2773,1
2774,9
2775,9
2776,9
2777,6
2778,4
2779,8
2780,5
2781,6
2782,9
2783,1
2784,5
2785,8
2786,9
2787,1
2788,4
2789,6
2790,6
2791,2
2792,10
2793,6
2794,8
2795,7
2796,9
2797,5
2798,8
2799,1
2800,8
2801,1
2802,7
2803,9
2804,5
2805,3
2806,3
2807,2
2808,1
2809,6
2810,6
2811,3
2812,3
2813,6
2814,7
2815,9
2816,6
2817,6
2818,8
2819,4
2820,10
2821,1
2822,3
2823,5
2824,10
2825,1
2826,10
2827,7
2828,7
2829,9
2830,6
2831,6
2832,1
2833,1
2834,9
2835,3
2836,10
2837,3
2838,6
2839,10
2840,3
2841,4
2842,10
2843,10
2844,7
2845,8
2846,5
2847,2
2848,3
2849,3
2850,4
2851,1
2852,9
2853,8
2854,2
2855,6
2856,10
2857,4
2858,3
2859,8
2860,3
2861,1
2862,10
2863,6
2864,1
2865,7
2866,7
2867,3
2868,3
2869,3
2870,2
2871,7
2872,10
2873,1
2874,8
2875,9
2876,3
2877,5
2878,8
2879,8
2880,1
2881,9
2882,5
2883,3
2884,8
2885,3
2886,10
2887,9
2888,2
2889,10
2890,8
2891,3
2892,10
2893,7
2894,3
2895,3
2896,7
2897,6
2898,10
2899,3
2900,1
2901,7
2902,7
2903,3
2904,3
2905,1
2906,2
2907,5
2908,3
2909,6
2910,2
2911,4
2912,3
2913,9
2914,4
2915,5
2916,3
2917,8
2918,9
2919,7
2920,9
2921,7
2922,5
2923,3
2924,9
2925,6
2926,1
2927,9
2928,10
2929,7
2930,9
2931,3
2932,10
2933,2
2934,3
2935,6
2936,7
2937,1
2938,10
2939,1
2940,6
2941,8
2942,1
2943,3
2944,4
2945,9
2946,10
2947,1
2948,3
2949,1
2950,5
2951,3
2952,1
2953,6
2954,8
2955,10
2956,4
2957,3
2958,1
2959,1
2960,3
2961,2
2962,7
2963,7
2964,2
2965,3
2966,2
2967,10
2968,2
2969,10
2970,1
2971,2
2972,9
2973,1
2974,9
2975,1
2976,2
2977,6
2978,7
2979,4
2980,9
2981,7
2982,7
2983,8
2984,1
2985,8
2986,3
2987,9
2988,6
2989,4
2990,8
2991,7
2992,1
2993,7
2994,10
2995,3
2996,9
2997,8
